attendance_id,student_id,enrollment_no,subject_id,subject_name,faculty_id,lecture_date,lecture_number,day_name,department_code,semester_no,academic_year,attendance_status
3198,STU000048,2023010048,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-07-21,5,Tuesday,1,7,2026-2027,A
3199,STU000049,2023010049,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-07-21,5,Tuesday,1,7,2026-2027,P
3200,STU000050,2023010050,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-07-21,5,Tuesday,1,7,2026-2027,P
3201,STU000001,2023010001,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3202,STU000002,2023010002,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3203,STU000003,2023010003,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3204,STU000004,2023010004,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3205,STU000005,2023010005,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3206,STU000006,2023010006,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3207,STU000007,2023010007,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3208,STU000008,2023010008,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3209,STU000009,2023010009,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3210,STU000010,2023010010,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3211,STU000011,2023010011,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3212,STU000012,2023010012,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3213,STU000013,2023010013,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3214,STU000014,2023010014,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3215,STU000015,2023010015,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3216,STU000016,2023010016,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3217,STU000017,2023010017,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3218,STU000018,2023010018,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3219,STU000019,2023010019,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3220,STU000020,2023010020,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3221,STU000021,2023010021,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3222,STU000022,2023010022,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3223,STU000023,2023010023,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3224,STU000024,2023010024,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3225,STU000025,2023010025,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3226,STU000026,2023010026,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3227,STU000027,2023010027,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3228,STU000028,2023010028,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3229,STU000029,2023010029,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3230,STU000030,2023010030,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3231,STU000031,2023010031,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3232,STU000032,2023010032,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3233,STU000033,2023010033,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3234,STU000034,2023010034,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3235,STU000035,2023010035,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3236,STU000036,2023010036,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3237,STU000037,2023010037,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3238,STU000038,2023010038,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3239,STU000039,2023010039,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3240,STU000040,2023010040,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3241,STU000041,2023010041,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3242,STU000042,2023010042,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3243,STU000043,2023010043,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3244,STU000044,2023010044,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3245,STU000045,2023010045,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3246,STU000046,2023010046,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3247,STU000047,2023010047,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3248,STU000048,2023010048,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3249,STU000049,2023010049,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,P
3250,STU000050,2023010050,SUB0054,Natural Language Processing,FAC009,2026-07-21,9,Tuesday,1,7,2026-2027,A
3251,STU000001,2023010001,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3252,STU000002,2023010002,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3253,STU000003,2023010003,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3254,STU000004,2023010004,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3255,STU000005,2023010005,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3256,STU000006,2023010006,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3257,STU000007,2023010007,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3258,STU000008,2023010008,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3259,STU000009,2023010009,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3260,STU000010,2023010010,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3261,STU000011,2023010011,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3262,STU000012,2023010012,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3263,STU000013,2023010013,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3264,STU000014,2023010014,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3265,STU000015,2023010015,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3266,STU000016,2023010016,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3267,STU000017,2023010017,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3268,STU000018,2023010018,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3269,STU000019,2023010019,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3270,STU000020,2023010020,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3271,STU000021,2023010021,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3272,STU000022,2023010022,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3273,STU000023,2023010023,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3274,STU000024,2023010024,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3275,STU000025,2023010025,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3276,STU000026,2023010026,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3277,STU000027,2023010027,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3278,STU000028,2023010028,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3279,STU000029,2023010029,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3280,STU000030,2023010030,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3281,STU000031,2023010031,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3282,STU000032,2023010032,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3283,STU000033,2023010033,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3284,STU000034,2023010034,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3285,STU000035,2023010035,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3286,STU000036,2023010036,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3287,STU000037,2023010037,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3288,STU000038,2023010038,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3289,STU000039,2023010039,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3290,STU000040,2023010040,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3291,STU000041,2023010041,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3292,STU000042,2023010042,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3293,STU000043,2023010043,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3294,STU000044,2023010044,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3295,STU000045,2023010045,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3296,STU000046,2023010046,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,A
3297,STU000047,2023010047,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3298,STU000048,2023010048,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3299,STU000049,2023010049,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3300,STU000050,2023010050,SUB0053,Deep Learning,FAC008,2026-07-21,14,Tuesday,1,7,2026-2027,P
3301,STU000001,2023010001,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3302,STU000001,2023010001,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3303,STU000002,2023010002,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3304,STU000002,2023010002,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3305,STU000003,2023010003,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3306,STU000003,2023010003,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3307,STU000004,2023010004,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3308,STU000004,2023010004,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3309,STU000005,2023010005,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3310,STU000005,2023010005,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3311,STU000006,2023010006,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3312,STU000006,2023010006,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3313,STU000007,2023010007,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3314,STU000007,2023010007,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3315,STU000008,2023010008,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3316,STU000008,2023010008,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3317,STU000009,2023010009,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3318,STU000009,2023010009,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3319,STU000010,2023010010,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3320,STU000010,2023010010,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3321,STU000011,2023010011,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3322,STU000011,2023010011,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3323,STU000012,2023010012,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3324,STU000012,2023010012,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3325,STU000013,2023010013,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3326,STU000013,2023010013,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3327,STU000014,2023010014,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3328,STU000014,2023010014,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3329,STU000015,2023010015,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3330,STU000015,2023010015,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3331,STU000016,2023010016,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3332,STU000016,2023010016,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3333,STU000017,2023010017,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3334,STU000017,2023010017,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3335,STU000018,2023010018,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3336,STU000018,2023010018,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3337,STU000019,2023010019,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3338,STU000019,2023010019,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3339,STU000020,2023010020,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3340,STU000020,2023010020,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3341,STU000021,2023010021,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3342,STU000021,2023010021,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3343,STU000022,2023010022,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3344,STU000022,2023010022,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3345,STU000023,2023010023,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3346,STU000023,2023010023,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3347,STU000024,2023010024,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3348,STU000024,2023010024,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3349,STU000025,2023010025,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3350,STU000025,2023010025,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3351,STU000026,2023010026,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3352,STU000026,2023010026,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3353,STU000027,2023010027,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3354,STU000027,2023010027,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3355,STU000028,2023010028,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3356,STU000028,2023010028,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3357,STU000029,2023010029,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3358,STU000029,2023010029,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3359,STU000030,2023010030,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3360,STU000030,2023010030,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3361,STU000031,2023010031,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3362,STU000031,2023010031,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3363,STU000032,2023010032,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3364,STU000032,2023010032,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3365,STU000033,2023010033,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3366,STU000033,2023010033,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3367,STU000034,2023010034,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3368,STU000034,2023010034,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3369,STU000035,2023010035,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3370,STU000035,2023010035,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3371,STU000036,2023010036,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3372,STU000036,2023010036,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3373,STU000037,2023010037,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3374,STU000037,2023010037,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3375,STU000038,2023010038,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3376,STU000038,2023010038,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3377,STU000039,2023010039,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3378,STU000039,2023010039,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3379,STU000040,2023010040,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3380,STU000040,2023010040,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3381,STU000041,2023010041,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3382,STU000041,2023010041,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3383,STU000042,2023010042,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3384,STU000042,2023010042,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3385,STU000043,2023010043,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3386,STU000043,2023010043,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3387,STU000044,2023010044,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3388,STU000044,2023010044,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,A
3389,STU000045,2023010045,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3390,STU000045,2023010045,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3391,STU000046,2023010046,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3392,STU000046,2023010046,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3393,STU000047,2023010047,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3394,STU000047,2023010047,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3395,STU000048,2023010048,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3396,STU000048,2023010048,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3397,STU000049,2023010049,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,A
3398,STU000049,2023010049,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3399,STU000050,2023010050,SUB0051,Human Computer Interaction,FAC006,2026-07-22,10,Wednesday,1,7,2026-2027,P
3400,STU000050,2023010050,SUB0054,Natural Language Processing,FAC009,2026-07-22,10,Wednesday,1,7,2026-2027,P
3401,STU000001,2023010001,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3402,STU000002,2023010002,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3403,STU000003,2023010003,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3404,STU000004,2023010004,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3405,STU000005,2023010005,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3406,STU000006,2023010006,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3407,STU000007,2023010007,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3408,STU000008,2023010008,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3409,STU000009,2023010009,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3410,STU000010,2023010010,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3411,STU000011,2023010011,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3412,STU000012,2023010012,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3413,STU000013,2023010013,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3414,STU000014,2023010014,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3415,STU000015,2023010015,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3416,STU000016,2023010016,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3417,STU000017,2023010017,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3418,STU000018,2023010018,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3419,STU000019,2023010019,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3420,STU000020,2023010020,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3421,STU000021,2023010021,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3422,STU000022,2023010022,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3423,STU000023,2023010023,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3424,STU000024,2023010024,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3425,STU000025,2023010025,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3426,STU000026,2023010026,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3427,STU000027,2023010027,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3428,STU000028,2023010028,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3429,STU000029,2023010029,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3430,STU000030,2023010030,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
